#---it--------t--------dt--------urms---------arms---------erms---------brms--------umax------bmax-----uxuym-----bxbym------bx2m------by2m------bz2m------bmx-------bmy-------bmz--------jbm-------epsK------epsM------ujxbm------jrms-----pdivum-----divu2m-----ekin------emag-------ubm--------abm--------oum-------alpKm-----alpKjbm--
       0       0.00 2.00E-03 0.000000E+00 1.715708E-18 0.000000E+00 3.445398E-17 0.000E+00 4.658E-16  0.00E+00 -1.39E-35 3.026E-34 3.327E-34 5.517E-34 0.000E+00 0.000E+00 0.000E+00  0.000E+00 0.000E+00 0.000E+00  0.000E+00 0.000E+00  0.000E+00 0.000E+00 0.000E+00 9.944E-33  0.000E+00  1.228E-36  0.000E+00  2.359E-02  0.000E+00
      10       0.02 2.00E-03 0.000000E+00 1.715578E-18 3.018537E-20 3.444444E-17 0.000E+00 4.616E-16  0.00E+00 -1.38E-35 3.024E-34 3.327E-34 5.514E-34 0.000E+00 0.000E+00 0.000E+00 -1.172E-19 0.000E+00 4.556E-21  0.000E+00 1.509E-01  0.000E+00 0.000E+00 0.000E+00 9.938E-33  0.000E+00  1.229E-36  0.000E+00  2.359E-02 -3.885E-20
      20       0.04 2.00E-03 0.000000E+00 1.715188E-18 6.009095E-20 3.441603E-17 0.000E+00 4.492E-16  0.00E+00 -1.38E-35 3.016E-34 3.324E-34 5.505E-34 0.000E+00 0.000E+00 0.000E+00 -2.313E-19 0.000E+00 1.805E-20  0.000E+00 3.005E-01  0.000E+00 0.000E+00 0.000E+00 9.922E-33  0.000E+00  1.230E-36  0.000E+00  2.359E-02 -7.748E-20
      30       0.06 2.00E-03 0.000000E+00 1.714539E-18 8.946120E-20 3.436933E-17 0.000E+00 4.289E-16  0.00E+00 -1.37E-35 3.003E-34 3.320E-34 5.489E-34 0.000E+00 0.000E+00 0.000E+00 -3.395E-19 0.000E+00 4.002E-20  0.000E+00 4.473E-01  0.000E+00 0.000E+00 0.000E+00 9.895E-33  0.000E+00  1.232E-36  0.000E+00  2.359E-02 -1.157E-19
